demo_key,macro_key,year_key,cause_key,year,val
32,14,14,4,2023,235
35,14,14,4,2023,145
36,14,14,4,2023,218
37,14,14,4,2023,13
38,14,14,4,2023,17
39,14,14,4,2023,107
40,14,14,4,2023,175
1,1,1,6,2010,18985
2,1,1,6,2010,20270
3,1,1,6,2010,14949
4,1,1,6,2010,12373
5,1,1,6,2010,12420
6,1,1,6,2010,11061
7,1,1,6,2010,13250
8,1,1,6,2010,13015
9,1,1,6,2010,11255
10,1,1,6,2010,11878
11,1,1,6,2010,10127
12,1,1,6,2010,11032
13,1,1,6,2010,9492
14,1,1,6,2010,10374
15,1,1,6,2010,9490
16,1,1,6,2010,10498
17,1,1,6,2010,11832
18,1,1,6,2010,11703
19,1,1,6,2010,17586
20,1,1,6,2010,14197
21,1,1,6,2010,25140
22,1,1,6,2010,17361
23,1,1,6,2010,29995
24,1,1,6,2010,19635
25,1,1,6,2010,32884
26,1,1,6,2010,20405
27,1,1,6,2010,26733
28,1,1,6,2010,18102
29,1,1,6,2010,26863
30,1,1,6,2010,18310
31,1,1,6,2010,19673
32,1,1,6,2010,14809
33,1,1,6,2010,3524
34,1,1,6,2010,5403
35,1,1,6,2010,12490
36,1,1,6,2010,10876
37,1,1,6,2010,11154
38,1,1,6,2010,10312
39,1,1,6,2010,6907
40,1,1,6,2010,6767
1,1,1,7,2010,0
2,1,1,7,2010,0
3,1,1,7,2010,0
4,1,1,7,2010,0
5,1,1,7,2010,0
6,1,1,7,2010,0
7,1,1,7,2010,2906
8,1,1,7,2010,1839
9,1,1,7,2010,4032
10,1,1,7,2010,2665
11,1,1,7,2010,4485
12,1,1,7,2010,3178
13,1,1,7,2010,4248
14,1,1,7,2010,3218
15,1,1,7,2010,4405
16,1,1,7,2010,3350
17,1,1,7,2010,6211
18,1,1,7,2010,3990
19,1,1,7,2010,10690
20,1,1,7,2010,5829
21,1,1,7,2010,16494
22,1,1,7,2010,9058
23,1,1,7,2010,20657
24,1,1,7,2010,11170
25,1,1,7,2010,24345
26,1,1,7,2010,13049
27,1,1,7,2010,20013
28,1,1,7,2010,11934
29,1,1,7,2010,20409
30,1,1,7,2010,12899
31,1,1,7,2010,15091
32,1,1,7,2010,10797
33,1,1,7,2010,0
34,1,1,7,2010,0
35,1,1,7,2010,9757
36,1,1,7,2010,8216
37,1,1,7,2010,0
38,1,1,7,2010,0
39,1,1,7,2010,5483
40,1,1,7,2010,5235
1,1,1,8,2010,13475
2,1,1,8,2010,12775
3,1,1,8,2010,13979
4,1,1,8,2010,11493
5,1,1,8,2010,11691
6,1,1,8,2010,10485
7,1,1,8,2010,9537
8,1,1,8,2010,10491
9,1,1,8,2010,6194
10,1,1,8,2010,8229
11,1,1,8,2010,4691
12,1,1,8,2010,6875
13,1,1,8,2010,4371
14,1,1,8,2010,6255
15,1,1,8,2010,4324
16,1,1,8,2010,6283
17,1,1,8,2010,4828
18,1,1,8,2010,6848
19,1,1,8,2010,5869
20,1,1,8,2010,7404
21,1,1,8,2010,7289
22,1,1,8,2010,7192
23,1,1,8,2010,7922
24,1,1,8,2010,7145
25,1,1,8,2010,7629
26,1,1,8,2010,6447
27,1,1,8,2010,5974
28,1,1,8,2010,5396
29,1,1,8,2010,5785
30,1,1,8,2010,4795
31,1,1,8,2010,4137
32,1,1,8,2010,3550
33,1,1,8,2010,0
34,1,1,8,2010,0
35,1,1,8,2010,2475
36,1,1,8,2010,2366
37,1,1,8,2010,10184
38,1,1,8,2010,9472
39,1,1,8,2010,1285
40,1,1,8,2010,1369
1,2,2,6,2011,19528
2,2,2,6,2011,20145
3,2,2,6,2011,15204
4,2,2,6,2011,12507
5,2,2,6,2011,12778
6,2,2,6,2011,11269
7,2,2,6,2011,13471
8,2,2,6,2011,12996
9,2,2,6,2011,11433
10,2,2,6,2011,11809
11,2,2,6,2011,10557
12,2,2,6,2011,11042
13,2,2,6,2011,10042
14,2,2,6,2011,10507
15,2,2,6,2011,9970
16,2,2,6,2011,10603
17,2,2,6,2011,12123
18,2,2,6,2011,11505
19,2,2,6,2011,18229
20,2,2,6,2011,14139
21,2,2,6,2011,26187
22,2,2,6,2011,17225
23,2,2,6,2011,30877
24,2,2,6,2011,19228
25,2,2,6,2011,35298
26,2,2,6,2011,20584
27,2,2,6,2011,28140
28,2,2,6,2011,18003
29,2,2,6,2011,27866
30,2,2,6,2011,17936
31,2,2,6,2011,20372
32,2,2,6,2011,14752
33,2,2,6,2011,3391
34,2,2,6,2011,5082
35,2,2,6,2011,13166
36,2,2,6,2011,10871
37,2,2,6,2011,11699
38,2,2,6,2011,10552
39,2,2,6,2011,7036
40,2,2,6,2011,6670
1,2,2,7,2011,0
2,2,2,7,2011,0
3,2,2,7,2011,0
4,2,2,7,2011,0
5,2,2,7,2011,0
6,2,2,7,2011,0
7,2,2,7,2011,3015
8,2,2,7,2011,1814
9,2,2,7,2011,4201
10,2,2,7,2011,2615
11,2,2,7,2011,4786
12,2,2,7,2011,3147
13,2,2,7,2011,4585
14,2,2,7,2011,3183
15,2,2,7,2011,4747
16,2,2,7,2011,3373
17,2,2,7,2011,6510
18,2,2,7,2011,3870
19,2,2,7,2011,11304
20,2,2,7,2011,5798
21,2,2,7,2011,17541
22,2,2,7,2011,8958
23,2,2,7,2011,21642
24,2,2,7,2011,10933
25,2,2,7,2011,26601
26,2,2,7,2011,13189
27,2,2,7,2011,21430
28,2,2,7,2011,11910
29,2,2,7,2011,21560
30,2,2,7,2011,12702
31,2,2,7,2011,15899
32,2,2,7,2011,10813
33,2,2,7,2011,0
34,2,2,7,2011,0
35,2,2,7,2011,10458
36,2,2,7,2011,8252
37,2,2,7,2011,0
38,2,2,7,2011,0
39,2,2,7,2011,5680
40,2,2,7,2011,5186
1,2,2,8,2011,13983
2,2,2,8,2011,13050
3,2,2,8,2011,14201
4,2,2,8,2011,11666
5,2,2,8,2011,11996
6,2,2,8,2011,10710
7,2,2,8,2011,9622
8,2,2,8,2011,10508
9,2,2,8,2011,6179
10,2,2,8,2011,8223
11,2,2,8,2011,4767
12,2,2,8,2011,6924
13,2,2,8,2011,4517
14,2,2,8,2011,6426
15,2,2,8,2011,4404
16,2,2,8,2011,6362
17,2,2,8,2011,4785
18,2,2,8,2011,6798
19,2,2,8,2011,5845
20,2,2,8,2011,7396
21,2,2,8,2011,7205
22,2,2,8,2011,7168
23,2,2,8,2011,7752
24,2,2,8,2011,7022
25,2,2,8,2011,7714
26,2,2,8,2011,6495
27,2,2,8,2011,5923
28,2,2,8,2011,5337
29,2,2,8,2011,5610
30,2,2,8,2011,4639
31,2,2,8,2011,4010
32,2,2,8,2011,3485
33,2,2,8,2011,0
34,2,2,8,2011,0
35,2,2,8,2011,2437
36,2,2,8,2011,2329
37,2,2,8,2011,10636
38,2,2,8,2011,9728
39,2,2,8,2011,1214
40,2,2,8,2011,1325
1,1,1,5,2010,737878
2,1,1,5,2010,670173
3,1,1,5,2010,26140
4,1,1,5,2010,20958
5,1,1,5,2010,15765
6,1,1,5,2010,13636
7,1,1,5,2010,11645
8,1,1,5,2010,8022
9,1,1,5,2010,11317
10,1,1,5,2010,8329
11,1,1,5,2010,9651
12,1,1,5,2010,7890
13,1,1,5,2010,8694
14,1,1,5,2010,6454
15,1,1,5,2010,8406
16,1,1,5,2010,6676
17,1,1,5,2010,10337
18,1,1,5,2010,7261
19,1,1,5,2010,14882
20,1,1,5,2010,9640
21,1,1,5,2010,17637
22,1,1,5,2010,12166
23,1,1,5,2010,20848
24,1,1,5,2010,14629
25,1,1,5,2010,22912
26,1,1,5,2010,16903
27,1,1,5,2010,16821
28,1,1,5,2010,13542
29,1,1,5,2010,16985
30,1,1,5,2010,16078
31,1,1,5,2010,13937
32,1,1,5,2010,13209
33,1,1,5,2010,559917
34,1,1,5,2010,517398
35,1,1,5,2010,9464
36,1,1,5,2010,10097
37,1,1,5,2010,74001
38,1,1,5,2010,61423
39,1,1,5,2010,5211
40,1,1,5,2010,6108
1,3,3,6,2012,20233
2,3,3,6,2012,20939
3,3,3,6,2012,15585
4,3,3,6,2012,12678
5,3,3,6,2012,13411
6,3,3,6,2012,11651
7,3,3,6,2012,13645
8,3,3,6,2012,13258
9,3,3,6,2012,11469
10,3,3,6,2012,11964
11,3,3,6,2012,10855
12,3,3,6,2012,11335
13,3,3,6,2012,10572
14,3,3,6,2012,11106
15,3,3,6,2012,10525
16,3,3,6,2012,11092
17,3,3,6,2012,12246
18,3,3,6,2012,11795
19,3,3,6,2012,18169
20,3,3,6,2012,14597
21,3,3,6,2012,26314
22,3,3,6,2012,17911
23,3,3,6,2012,30838
24,3,3,6,2012,19819
25,3,3,6,2012,37516
26,3,3,6,2012,22174
27,3,3,6,2012,29388
28,3,3,6,2012,19135
29,3,3,6,2012,28539
30,3,3,6,2012,18850
31,3,3,6,2012,21094
32,3,3,6,2012,15713
33,3,3,6,2012,3315
34,3,3,6,2012,5154
35,3,3,6,2012,13529
36,3,3,6,2012,11232
37,3,3,6,2012,12386
38,3,3,6,2012,11168
39,3,3,6,2012,7051
40,3,3,6,2012,6918
1,3,3,7,2012,0
2,3,3,7,2012,0
3,3,3,7,2012,0
4,3,3,7,2012,0
5,3,3,7,2012,0
6,3,3,7,2012,0
7,3,3,7,2012,2991
8,3,3,7,2012,1851
9,3,3,7,2012,4199
10,3,3,7,2012,2646
11,3,3,7,2012,4903
12,3,3,7,2012,3205
13,3,3,7,2012,4830
14,3,3,7,2012,3410
15,3,3,7,2012,5031
16,3,3,7,2012,3516
17,3,3,7,2012,6554
18,3,3,7,2012,3985
19,3,3,7,2012,11221
20,3,3,7,2012,5971
21,3,3,7,2012,17588
22,3,3,7,2012,9298
23,3,3,7,2012,21610
24,3,3,7,2012,11220
25,3,3,7,2012,28298
26,3,3,7,2012,14168
27,3,3,7,2012,22388
28,3,3,7,2012,12621
29,3,3,7,2012,22113
30,3,3,7,2012,13320
31,3,3,7,2012,16478
32,3,3,7,2012,11489
33,3,3,7,2012,0
34,3,3,7,2012,0
35,3,3,7,2012,10759
36,3,3,7,2012,8507
37,3,3,7,2012,0
38,3,3,7,2012,0
39,3,3,7,2012,5695
40,3,3,7,2012,5368
1,3,3,8,2012,14693
2,3,3,8,2012,13747
3,3,3,8,2012,14634
4,3,3,8,2012,11869
5,3,3,8,2012,12658
6,3,3,8,2012,11092
7,3,3,8,2012,9821
8,3,3,8,2012,10720
9,3,3,8,2012,6199
10,3,3,8,2012,8329
11,3,3,8,2012,4914
12,3,3,8,2012,7130
13,3,3,8,2012,4736
14,3,3,8,2012,6722
15,3,3,8,2012,4612
16,3,3,8,2012,6650
17,3,3,8,2012,4840
18,3,3,8,2012,6929
19,3,3,8,2012,5853
20,3,3,8,2012,7634
21,3,3,8,2012,7245
22,3,3,8,2012,7446
23,3,3,8,2012,7711
24,3,3,8,2012,7268
25,3,3,8,2012,8146
26,3,3,8,2012,7017
27,3,3,8,2012,6155
28,3,3,8,2012,5685
29,3,3,8,2012,5697
30,3,3,8,2012,4890
31,3,3,8,2012,4126
32,3,3,8,2012,3729
33,3,3,8,2012,0
34,3,3,8,2012,0
35,3,3,8,2012,2485
36,3,3,8,2012,2419
37,3,3,8,2012,11270
38,3,3,8,2012,10320
39,3,3,8,2012,1211
40,3,3,8,2012,1382
1,4,4,6,2013,20760
2,4,4,6,2013,21936
3,4,4,6,2013,16147
4,4,4,6,2013,13286
5,4,4,6,2013,14101
6,4,4,6,2013,12166
7,4,4,6,2013,13968
8,4,4,6,2013,13540
9,4,4,6,2013,11303
10,4,4,6,2013,11930
11,4,4,6,2013,10970
12,4,4,6,2013,11493
13,4,4,6,2013,10871
14,4,4,6,2013,11524
15,4,4,6,2013,10869
16,4,4,6,2013,11457
17,4,4,6,2013,12073
18,4,4,6,2013,11888
19,4,4,6,2013,17556
20,4,4,6,2013,14604
21,4,4,6,2013,25820
22,4,4,6,2013,17982
23,4,4,6,2013,30379
24,4,4,6,2013,20011
25,4,4,6,2013,37836
26,4,4,6,2013,22811
27,4,4,6,2013,30583
28,4,4,6,2013,20005
29,4,4,6,2013,27800
30,4,4,6,2013,18947
31,4,4,6,2013,20833
32,4,4,6,2013,15891
33,4,4,6,2013,3172
34,4,4,6,2013,5287
35,4,4,6,2013,13368
36,4,4,6,2013,11365
37,4,4,6,2013,13101
38,4,4,6,2013,11883
39,4,4,6,2013,7197
40,4,4,6,2013,7169
1,4,4,7,2013,0
2,4,4,7,2013,0
3,4,4,7,2013,0
4,4,4,7,2013,0
5,4,4,7,2013,0
6,4,4,7,2013,0
7,4,4,7,2013,2965
8,4,4,7,2013,1901
9,4,4,7,2013,4047
10,4,4,7,2013,2592
11,4,4,7,2013,4896
12,4,4,7,2013,3218
13,4,4,7,2013,4887
14,4,4,7,2013,3496
15,4,4,7,2013,5125
16,4,4,7,2013,3609
17,4,4,7,2013,6369
18,4,4,7,2013,3974
19,4,4,7,2013,10678
20,4,4,7,2013,5892
21,4,4,7,2013,17072
22,4,4,7,2013,9228
23,4,4,7,2013,21069
24,4,4,7,2013,11209
25,4,4,7,2013,28298
26,4,4,7,2013,14467
27,4,4,7,2013,23105
28,4,4,7,2013,13099
29,4,4,7,2013,21396
30,4,4,7,2013,13317
31,4,4,7,2013,16150
32,4,4,7,2013,11576
33,4,4,7,2013,0
34,4,4,7,2013,0
35,4,4,7,2013,10558
36,4,4,7,2013,8574
37,4,4,7,2013,0
38,4,4,7,2013,0
39,4,4,7,2013,5775
40,4,4,7,2013,5543
1,4,4,8,2013,15409
2,4,4,8,2013,14533
3,4,4,8,2013,15252
4,4,4,8,2013,12479
5,4,4,8,2013,13388
6,4,4,8,2013,11609
7,4,4,8,2013,10162
8,4,4,8,2013,10929
9,4,4,8,2013,6207
10,4,4,8,2013,8358
11,4,4,8,2013,5014
12,4,4,8,2013,7254
13,4,4,8,2013,4939
14,4,4,8,2013,7007
15,4,4,8,2013,4819
16,4,4,8,2013,6873
17,4,4,8,2013,4842
18,4,4,8,2013,7014
19,4,4,8,2013,5802
20,4,4,8,2013,7708
21,4,4,8,2013,7261
22,4,4,8,2013,7566
23,4,4,8,2013,7773
24,4,4,8,2013,7430
25,4,4,8,2013,8419
26,4,4,8,2013,7303
27,4,4,8,2013,6572
28,4,4,8,2013,6016
29,4,4,8,2013,5672
30,4,4,8,2013,4972
31,4,4,8,2013,4187
32,4,4,8,2013,3801
33,4,4,8,2013,0
34,4,4,8,2013,0
35,4,4,8,2013,2521
36,4,4,8,2013,2473
37,4,4,8,2013,11976
38,4,4,8,2013,10981
39,4,4,8,2013,1270
40,4,4,8,2013,1448
1,2,2,5,2011,731933
2,2,2,5,2011,664896
3,2,2,5,2011,25577
4,2,2,5,2011,20583
5,2,2,5,2011,16185
6,2,2,5,2011,13557
7,2,2,5,2011,11945
8,2,2,5,2011,8051
9,2,2,5,2011,11840
10,2,2,5,2011,8149
11,2,2,5,2011,10452
12,2,2,5,2011,7966
13,2,2,5,2011,9630
14,2,2,5,2011,6629
15,2,2,5,2011,9188
16,2,2,5,2011,6794
17,2,2,5,2011,10865
18,2,2,5,2011,7149
19,2,2,5,2011,15774
20,2,2,5,2011,9670
21,2,2,5,2011,18855
22,2,2,5,2011,12310
23,2,2,5,2011,22122
24,2,2,5,2011,14789
25,2,2,5,2011,25273
26,2,2,5,2011,17728
27,2,2,5,2011,18325
28,2,2,5,2011,14131
29,2,2,5,2011,18108
30,2,2,5,2011,16543
31,2,2,5,2011,14860
32,2,2,5,2011,13804
33,2,2,5,2011,553858
34,2,2,5,2011,514447
35,2,2,5,2011,10326
36,2,2,5,2011,10626
37,2,2,5,2011,74948
38,2,2,5,2011,61452
39,2,2,5,2011,5539
40,2,2,5,2011,6416
1,5,5,6,2014,20997
2,5,5,6,2014,22215
3,5,5,6,2014,16807
4,5,5,6,2014,13757
5,5,5,6,2014,14785
6,5,5,6,2014,12695
7,5,5,6,2014,14134
8,5,5,6,2014,13690
9,5,5,6,2014,11134
10,5,5,6,2014,11852
11,5,5,6,2014,10929
12,5,5,6,2014,11612
13,5,5,6,2014,11075
14,5,5,6,2014,11885
15,5,5,6,2014,11073
16,5,5,6,2014,11912
17,5,5,6,2014,11956
18,5,5,6,2014,12128
19,5,5,6,2014,16846
20,5,5,6,2014,14717
21,5,5,6,2014,25838
22,5,5,6,2014,18422
23,5,5,6,2014,30570
24,5,5,6,2014,20814
25,5,5,6,2014,38640
26,5,5,6,2014,23998
27,5,5,6,2014,32525
28,5,5,6,2014,21798
29,5,5,6,2014,27248
30,5,5,6,2014,19542
31,5,5,6,2014,21264
32,5,5,6,2014,16565
33,5,5,6,2014,3007
34,5,5,6,2014,5207
35,5,5,6,2014,13504
36,5,5,6,2014,11810
37,5,5,6,2014,13695
38,5,5,6,2014,12383
39,5,5,6,2014,7728
40,5,5,6,2014,7628
1,5,5,7,2014,0
2,5,5,7,2014,0
3,5,5,7,2014,0
4,5,5,7,2014,0
5,5,5,7,2014,0
6,5,5,7,2014,0
7,5,5,7,2014,2965
8,5,5,7,2014,1910
9,5,5,7,2014,3926
10,5,5,7,2014,2545
11,5,5,7,2014,4870
12,5,5,7,2014,3253
13,5,5,7,2014,4967
14,5,5,7,2014,3572
15,5,5,7,2014,5190
16,5,5,7,2014,3752
17,5,5,7,2014,6276
18,5,5,7,2014,4044
19,5,5,7,2014,10213
20,5,5,7,2014,5914
21,5,5,7,2014,17136
22,5,5,7,2014,9438
23,5,5,7,2014,21285
24,5,5,7,2014,11644
25,5,5,7,2014,29040
26,5,5,7,2014,15216
27,5,5,7,2014,24686
28,5,5,7,2014,14284
29,5,5,7,2014,21099
30,5,5,7,2014,13744
31,5,5,7,2014,16566
32,5,5,7,2014,12089
33,5,5,7,2014,0
34,5,5,7,2014,0
35,5,5,7,2014,10719
36,5,5,7,2014,8918
37,5,5,7,2014,0
38,5,5,7,2014,0
39,5,5,7,2014,6226
40,5,5,7,2014,5901
1,5,5,8,2014,15864
2,5,5,8,2014,14942
3,5,5,8,2014,15926
4,5,5,8,2014,12966
5,5,5,8,2014,14088
6,5,5,8,2014,12147
7,5,5,8,2014,10322
8,5,5,8,2014,11069
9,5,5,8,2014,6177
10,5,5,8,2014,8340
11,5,5,8,2014,4990
12,5,5,8,2014,7319
13,5,5,8,2014,5027
14,5,5,8,2014,7257
15,5,5,8,2014,4929
16,5,5,8,2014,7134
17,5,5,8,2014,4807
18,5,5,8,2014,7155
19,5,5,8,2014,5579
20,5,5,8,2014,7780
21,5,5,8,2014,7174
22,5,5,8,2014,7743
23,5,5,8,2014,7688
24,5,5,8,2014,7719
25,5,5,8,2014,8424
26,5,5,8,2014,7665
27,5,5,8,2014,6849
28,5,5,8,2014,6517
29,5,5,8,2014,5412
30,5,5,8,2014,5110
31,5,5,8,2014,4178
32,5,5,8,2014,3933
33,5,5,8,2014,0
34,5,5,8,2014,0
35,5,5,8,2014,2485
36,5,5,8,2014,2557
37,5,5,8,2014,12563
38,5,5,8,2014,11472
39,5,5,8,2014,1335
40,5,5,8,2014,1535
1,6,6,6,2015,21168
2,6,6,6,2015,22767
3,6,6,6,2015,17532
4,6,6,6,2015,14439
5,6,6,6,2015,15299
6,6,6,6,2015,13042
7,6,6,6,2015,14410
8,6,6,6,2015,13990
9,6,6,6,2015,11053
10,6,6,6,2015,12030
11,6,6,6,2015,10858
12,6,6,6,2015,11802
13,6,6,6,2015,11293
14,6,6,6,2015,12347
15,6,6,6,2015,11473
16,6,6,6,2015,12567
17,6,6,6,2015,12085
18,6,6,6,2015,12589
19,6,6,6,2015,16651
20,6,6,6,2015,14943
21,6,6,6,2015,26017
22,6,6,6,2015,19308
23,6,6,6,2015,31013
24,6,6,6,2015,22032
25,6,6,6,2015,39676
26,6,6,6,2015,25406
27,6,6,6,2015,33851
28,6,6,6,2015,23912
29,6,6,6,2015,28117
30,6,6,6,2015,21103
31,6,6,6,2015,21680
32,6,6,6,2015,17611
33,6,6,6,2015,2910
34,6,6,6,2015,5311
35,6,6,6,2015,13480
36,6,6,6,2015,12573
37,6,6,6,2015,14094
38,6,6,6,2015,12836
39,6,6,6,2015,7830
40,6,6,6,2015,8011
1,6,6,7,2015,0
2,6,6,7,2015,0
3,6,6,7,2015,0
4,6,6,7,2015,0
5,6,6,7,2015,0
6,6,6,7,2015,0
7,6,6,7,2015,2983
8,6,6,7,2015,1987
9,6,6,7,2015,3878
10,6,6,7,2015,2595
11,6,6,7,2015,4804
12,6,6,7,2015,3350
13,6,6,7,2015,5058
14,6,6,7,2015,3749
15,6,6,7,2015,5359
16,6,6,7,2015,3981
17,6,6,7,2015,6323
18,6,6,7,2015,4204
19,6,6,7,2015,10073
20,6,6,7,2015,6017
21,6,6,7,2015,17269
22,6,6,7,2015,9941
23,6,6,7,2015,21592
24,6,6,7,2015,12359
25,6,6,7,2015,29889
26,6,6,7,2015,16168
27,6,6,7,2015,25749
28,6,6,7,2015,15724
29,6,6,7,2015,21826
30,6,6,7,2015,14895
31,6,6,7,2015,16923
32,6,6,7,2015,12898
33,6,6,7,2015,0
34,6,6,7,2015,0
35,6,6,7,2015,10725
36,6,6,7,2015,9531
37,6,6,7,2015,0
38,6,6,7,2015,0
39,6,6,7,2015,6322
40,6,6,7,2015,6219
1,6,6,8,2015,16177
2,6,6,8,2015,15362
3,6,6,8,2015,16653
4,6,6,8,2015,13631
5,6,6,8,2015,14614
6,6,6,8,2015,12485
7,6,6,8,2015,10562
8,6,6,8,2015,11265
9,6,6,8,2015,6142
10,6,6,8,2015,8450
11,6,6,8,2015,4982
12,6,6,8,2015,7379
13,6,6,8,2015,5115
14,6,6,8,2015,7484
15,6,6,8,2015,5109
16,6,6,8,2015,7489
17,6,6,8,2015,4862
18,6,6,8,2015,7404
19,6,6,8,2015,5520
20,6,6,8,2015,7869
21,6,6,8,2015,7179
22,6,6,8,2015,8049
23,6,6,8,2015,7759
24,6,6,8,2015,8119
25,6,6,8,2015,8557
26,6,6,8,2015,8030
27,6,6,8,2015,7045
28,6,6,8,2015,7074
29,6,6,8,2015,5512
30,6,6,8,2015,5457
31,6,6,8,2015,4213
32,6,6,8,2015,4126
33,6,6,8,2015,0
34,6,6,8,2015,0
35,6,6,8,2015,2448
36,6,6,8,2015,2682
37,6,6,8,2015,12962
38,6,6,8,2015,11894
39,6,6,8,2015,1335
40,6,6,8,2015,1589
1,3,3,5,2012,724068
2,3,3,5,2012,659247
3,3,3,5,2012,24012
4,3,3,5,2012,19525
5,3,3,5,2012,15507
6,3,3,5,2012,13397
7,3,3,5,2012,11841
8,3,3,5,2012,8387
9,3,3,5,2012,11748
10,3,3,5,2012,8231
11,3,3,5,2012,10928
12,3,3,5,2012,8299
13,3,3,5,2012,10426
14,3,3,5,2012,7085
15,3,3,5,2012,10073
16,3,3,5,2012,7314
17,3,3,5,2012,11152
18,3,3,5,2012,7477
19,3,3,5,2012,15752
20,3,3,5,2012,10015
21,3,3,5,2012,19221
22,3,3,5,2012,13023
23,3,3,5,2012,22323
24,3,3,5,2012,15314
25,3,3,5,2012,27180
26,3,3,5,2012,19240
27,3,3,5,2012,19755
28,3,3,5,2012,15418
29,3,3,5,2012,18919
30,3,3,5,2012,17515
31,3,3,5,2012,15649
32,3,3,5,2012,14837
33,3,3,5,2012,548308
34,3,3,5,2012,511665
35,3,3,5,2012,10756
36,3,3,5,2012,10980
37,3,3,5,2012,75487
38,3,3,5,2012,61251
39,3,3,5,2012,5631
40,3,3,5,2012,6748
1,5,5,5,2014,668532
2,5,5,5,2014,613977
3,5,5,5,2014,22964
4,5,5,5,2014,18060
5,5,5,5,2014,14791
6,5,5,5,2014,12476
7,5,5,5,2014,12035
8,5,5,5,2014,8443
9,5,5,5,2014,11382
10,5,5,5,2014,7417
11,5,5,5,2014,11317
12,5,5,5,2014,8007
13,5,5,5,2014,11327
14,5,5,5,2014,7205
15,5,5,5,2014,10912
16,5,5,5,2014,7552
17,5,5,5,2014,10666
18,5,5,5,2014,7248
19,5,5,5,2014,14360
20,5,5,5,2014,9429
21,5,5,5,2014,19482
22,5,5,5,2014,12761
23,5,5,5,2014,22997
24,5,5,5,2014,15361
25,5,5,5,2014,28975
26,5,5,5,2014,20099
27,5,5,5,2014,23339
28,5,5,5,2014,17537
29,5,5,5,2014,18931
30,5,5,5,2014,17481
31,5,5,5,2014,16344
32,5,5,5,2014,15191
33,5,5,5,2014,511570
34,5,5,5,2014,479235
35,5,5,5,2014,11048
36,5,5,5,2014,11092
37,5,5,5,2014,72410
38,5,5,5,2014,59452
39,5,5,5,2014,6503
40,5,5,5,2014,7361
1,4,4,5,2013,703505
2,4,4,5,2013,640160
3,4,4,5,2013,23170
4,4,4,5,2013,18704
5,4,4,5,2013,15063
6,4,4,5,2013,12855
7,4,4,5,2013,11844
8,4,4,5,2013,8300
9,4,4,5,2013,11533
10,4,4,5,2013,7684
11,4,4,5,2013,11079
12,4,4,5,2013,7959
13,4,4,5,2013,10840
14,4,4,5,2013,6968
15,4,4,5,2013,10430
16,4,4,5,2013,7194
17,4,4,5,2013,10811
18,4,4,5,2013,7108
19,4,4,5,2013,14875
20,4,4,5,2013,9391
21,4,4,5,2013,18844
22,4,4,5,2013,12366
23,4,4,5,2013,22109
24,4,4,5,2013,14661
25,4,4,5,2013,27479
26,4,4,5,2013,18853
27,4,4,5,2013,20902
28,4,4,5,2013,15641
29,4,4,5,2013,18637
30,4,4,5,2013,16814
31,4,4,5,2013,15515
32,4,4,5,2013,14373
33,4,4,5,2013,533567
34,4,4,5,2013,496478
35,4,4,5,2013,10587
36,4,4,5,2013,10556
37,4,4,5,2013,75572
38,4,4,5,2013,61126
39,4,4,5,2013,5769
40,4,4,5,2013,6740
1,7,7,6,2016,21283
2,7,7,6,2016,23119
3,7,7,6,2016,18331
4,7,7,6,2016,15170
5,7,7,6,2016,15416
6,7,7,6,2016,13330
7,7,7,6,2016,14355
8,7,7,6,2016,14059
9,7,7,6,2016,10867
10,7,7,6,2016,12078
11,7,7,6,2016,10548
12,7,7,6,2016,11725
13,7,7,6,2016,11392
14,7,7,6,2016,12508
15,7,7,6,2016,11780
16,7,7,6,2016,12943
17,7,7,6,2016,12195
18,7,7,6,2016,12915
19,7,7,6,2016,16086
20,7,7,6,2016,14847
21,7,7,6,2016,25201
22,7,7,6,2016,19309
23,7,7,6,2016,30495
24,7,7,6,2016,22254
25,7,7,6,2016,38715
26,7,7,6,2016,25439
27,7,7,6,2016,34320
28,7,7,6,2016,24824
29,7,7,6,2016,28423
30,7,7,6,2016,21707
31,7,7,6,2016,21299
32,7,7,6,2016,17788
33,7,7,6,2016,2823
34,7,7,6,2016,5256
35,7,7,6,2016,13239
36,7,7,6,2016,12958
37,7,7,6,2016,14325
38,7,7,6,2016,13178
39,7,7,6,2016,7812
40,7,7,6,2016,8235
1,7,7,7,2016,0
2,7,7,7,2016,0
3,7,7,7,2016,0
4,7,7,7,2016,0
5,7,7,7,2016,0
6,7,7,7,2016,0
7,7,7,7,2016,2929
8,7,7,7,2016,2024
9,7,7,7,2016,3809
10,7,7,7,2016,2614
11,7,7,7,2016,4656
12,7,7,7,2016,3305
13,7,7,7,2016,5138
14,7,7,7,2016,3789
15,7,7,7,2016,5532
16,7,7,7,2016,4073
17,7,7,7,2016,6385
18,7,7,7,2016,4341
19,7,7,7,2016,9770
20,7,7,7,2016,5991
21,7,7,7,2016,16874
22,7,7,7,2016,9939
23,7,7,7,2016,21440
24,7,7,7,2016,12531
25,7,7,7,2016,29455
26,7,7,7,2016,16268
27,7,7,7,2016,26357
28,7,7,7,2016,16421
29,7,7,7,2016,22298
30,7,7,7,2016,15421
31,7,7,7,2016,16808
32,7,7,7,2016,13117
33,7,7,7,2016,0
34,7,7,7,2016,0
35,7,7,7,2016,10638
36,7,7,7,2016,9881
37,7,7,7,2016,0
